text,true_label,predicted_label,confidence,model_reasoning,history,models
"A Time-Lapse Map of Every Nuclear Explosion Since 1945 - by Isao Hashimoto #War #atomicbomb 
https://t.co/V0t8H4Iecc",1,0,[0.75],"['The tweet discusses a time-lapse map of nuclear explosions, which is more of an informational or historical context rather than reporting an actual emergency or crisis. The hashtags used (#War, #atomicbomb) suggest a focus on the topic of nuclear explosions in a general sense rather than indicating a current or urgent situation. Therefore, it does not meet the criteria for being useful for disaster response analysis.']","[""{'initial_response': {'classification': '0', 'confidence': '0.75', 'reasoning': 'The tweet discusses a time-lapse map of nuclear explosions, which is more of an informational or historical context rather than reporting an actual emergency or crisis. The hashtags used (#War, #atomicbomb) suggest a focus on the topic of nuclear explosions in a general sense rather than indicating a current or urgent situation. Therefore, it does not meet the criteria for being useful for disaster response analysis.'}, 'rounds': [], 'summary': 'All expert levels exhausted.'}""]",['A4M']
AKILAH WORLD NEWS Cop pulls man from car to avoid this ... http://t.co/Vn2Fnmy7li,1,0,[0.65],"['The tweet appears to reference an incident involving a police officer and a man in a car, but it lacks sufficient context to determine if it pertains to an actual emergency or crisis. The phrase ""to avoid this"" is vague and does not provide clear information about the nature of the event. Without additional details indicating that this is a real emergency or crisis, it leans towards being non-urgent or metaphorical. Therefore, I classify it as not useful for disaster response analysis, but with some uncertainty due to the lack of context.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.65\', \'reasoning\': \'The tweet appears to reference an incident involving a police officer and a man in a car, but it lacks sufficient context to determine if it pertains to an actual emergency or crisis. The phrase ""to avoid this"" is vague and does not provide clear information about the nature of the event. Without additional details indicating that this is a real emergency or crisis, it leans towards being non-urgent or metaphorical. Therefore, I classify it as not useful for disaster response analysis, but with some uncertainty due to the lack of context.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"ANNIHILATED IN DAMASCUS: SYRIAN ARMY GRINDS Û÷ALLOOSH AND HIS GANG INTO THE MANURE PILE
http://t.co/7rakhP3bWm",1,0,[0.75],"['The tweet uses the term ""annihilated"" in a context that appears to be metaphorical or hyperbolic, likely referring to a military conflict rather than an actual emergency or crisis requiring immediate attention. While it mentions a conflict involving the Syrian army, it does not report on a specific emergency situation or crisis that would be relevant for disaster response analysis. The language used suggests a dramatic portrayal rather than a factual report of an urgent incident.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.75\', \'reasoning\': \'The tweet uses the term ""annihilated"" in a context that appears to be metaphorical or hyperbolic, likely referring to a military conflict rather than an actual emergency or crisis requiring immediate attention. While it mentions a conflict involving the Syrian army, it does not report on a specific emergency situation or crisis that would be relevant for disaster response analysis. The language used suggests a dramatic portrayal rather than a factual report of an urgent incident.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"Back to the future in #Vanuatu how Cyclone Pam has encouraged traditional ways of living:
http://t.co/aFMKcFn1TL http://t.co/6QZXFK2LFS",1,0,[0.75],"['The tweet discusses Cyclone Pam in a context that emphasizes traditional ways of living rather than reporting on an actual emergency or crisis. It appears to use the disaster-related term metaphorically, focusing on the positive aspects of cultural practices rather than indicating an urgent situation requiring immediate attention. The presence of the hashtag suggests a connection to the disaster, but the overall tone and content do not indicate a real-life emergency, leading to the classification of 0.']","[""{'initial_response': {'classification': '0', 'confidence': '0.75', 'reasoning': 'The tweet discusses Cyclone Pam in a context that emphasizes traditional ways of living rather than reporting on an actual emergency or crisis. It appears to use the disaster-related term metaphorically, focusing on the positive aspects of cultural practices rather than indicating an urgent situation requiring immediate attention. The presence of the hashtag suggests a connection to the disaster, but the overall tone and content do not indicate a real-life emergency, leading to the classification of 0.'}, 'rounds': [], 'summary': 'All expert levels exhausted.'}""]",['A4M']
"City implores motorists not to speed after more reports of animal fatalities near nature reserves
-&gt; http://t.co/hiKF8Mkjsn",1,0,[0.75],"['The tweet discusses a request from the city for motorists to avoid speeding due to reports of animal fatalities. While it mentions fatalities, it does not indicate a human emergency or crisis requiring immediate attention. The context appears to be more about wildlife safety rather than a disaster or accident involving people. Therefore, it is classified as not useful for disaster response analysis.']","[""{'initial_response': {'classification': '0', 'confidence': '0.75', 'reasoning': 'The tweet discusses a request from the city for motorists to avoid speeding due to reports of animal fatalities. While it mentions fatalities, it does not indicate a human emergency or crisis requiring immediate attention. The context appears to be more about wildlife safety rather than a disaster or accident involving people. Therefore, it is classified as not useful for disaster response analysis.'}, 'rounds': [], 'summary': 'All expert levels exhausted.'}""]",['A4M']
"Escaping her captors was the 1st step. Now she must survive a deadly storm &amp; a wild-looking recluse.
BETRAYED
http://t.co/0Q040STkCV
#books",1,0,[0.88],"['The tweet uses disaster-related terminology (""deadly storm"") in a metaphorical context, referring to a fictional scenario rather than an actual emergency. The mention of ""captors"" and ""survive"" suggests a narrative from a book rather than a real-life crisis. Additionally, the hashtag ""#books"" indicates that this tweet is likely discussing a literary work, further supporting the classification as not useful for disaster response analysis.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.88\', \'reasoning\': \'The tweet uses disaster-related terminology (""deadly storm"") in a metaphorical context, referring to a fictional scenario rather than an actual emergency. The mention of ""captors"" and ""survive"" suggests a narrative from a book rather than a real-life crisis. Additionally, the hashtag ""#books"" indicates that this tweet is likely discussing a literary work, further supporting the classification as not useful for disaster response analysis.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"How to prepare your #property for a #storm:

http://t.co/KhYqQsi6My http://t.co/G6Vs3XEinb",1,0,[0.75],"['The tweet discusses preparing property for a storm, which suggests a proactive approach rather than reporting an actual emergency or crisis. It does not indicate that a storm is currently occurring or that there is an immediate need for disaster response. Therefore, it is classified as not useful for disaster response analysis. The confidence score reflects a moderate certainty, as the context of preparation could imply relevance, but it lacks the urgency of a real-time emergency report.']","[""{'initial_response': {'classification': '0', 'confidence': '0.75', 'reasoning': 'The tweet discusses preparing property for a storm, which suggests a proactive approach rather than reporting an actual emergency or crisis. It does not indicate that a storm is currently occurring or that there is an immediate need for disaster response. Therefore, it is classified as not useful for disaster response analysis. The confidence score reflects a moderate certainty, as the context of preparation could imply relevance, but it lacks the urgency of a real-time emergency report.'}, 'rounds': [], 'summary': 'All expert levels exhausted.'}""]",['A4M']
"Keeps askin me what this means
Not like i got the answers
Plus if i say the wrong thing
This might just turn into a disaster",1,0,[0.75],"['The tweet uses the term ""disaster"" in a metaphorical context, suggesting that a conversation could go poorly if the wrong answer is given. There is no indication of a real-life emergency or crisis being reported. The language suggests a casual or humorous tone rather than a serious situation requiring immediate attention. Thus, it is classified as not useful for disaster response analysis.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.75\', \'reasoning\': \'The tweet uses the term ""disaster"" in a metaphorical context, suggesting that a conversation could go poorly if the wrong answer is given. There is no indication of a real-life emergency or crisis being reported. The language suggests a casual or humorous tone rather than a serious situation requiring immediate attention. Thus, it is classified as not useful for disaster response analysis.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"Oh shit its rly sheeting
Aaaaaand there's the thunder and lightning
I missed summer storms",1,0,[0.75],"['The tweet expresses excitement about summer storms and mentions thunder and lightning, but it does not report an actual emergency or crisis. It uses disaster-related terminology in a casual and metaphorical context, indicating enjoyment rather than urgency. The confidence score reflects a moderate certainty that this tweet is not useful for disaster response analysis.']","[""{'initial_response': {'classification': '0', 'confidence': '0.75', 'reasoning': 'The tweet expresses excitement about summer storms and mentions thunder and lightning, but it does not report an actual emergency or crisis. It uses disaster-related terminology in a casual and metaphorical context, indicating enjoyment rather than urgency. The confidence score reflects a moderate certainty that this tweet is not useful for disaster response analysis.'}, 'rounds': [], 'summary': 'All expert levels exhausted.'}""]",['A4M']
"Prince Phillip said of the numbers of those murdered by the British at Amritsar...

ÛÏThatÛªs a bit exaggerated it must include the woundedÛ.",1,0,[0.85],"['The tweet references a historical event involving casualties but does so in a context that appears to be discussing a statement made by Prince Phillip rather than reporting an ongoing emergency or crisis. It does not indicate a current disaster or urgent situation requiring immediate attention, which aligns with the classification of not useful for disaster response analysis. The metaphorical use of the term ""murdered"" in this context suggests a discussion rather than a report of an active emergency.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.85\', \'reasoning\': \'The tweet references a historical event involving casualties but does so in a context that appears to be discussing a statement made by Prince Phillip rather than reporting an ongoing emergency or crisis. It does not indicate a current disaster or urgent situation requiring immediate attention, which aligns with the classification of not useful for disaster response analysis. The metaphorical use of the term ""murdered"" in this context suggests a discussion rather than a report of an active emergency.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"Reminder: Mass murderer and white supremacist Anders Breivik was also unsurprisingly an anti-feminist.
http://t.co/1lXnJVl8TR",1,0,[0.75],"['The tweet discusses a historical figure, Anders Breivik, in a context that appears to be more about social commentary rather than reporting an actual emergency or crisis. It does not indicate a current disaster or urgent situation requiring immediate attention. While it mentions a serious topic, it does so in a manner that does not suggest a real-time emergency, thus fitting the criteria for classification as not useful for disaster response analysis.']","[""{'initial_response': {'classification': '0', 'confidence': '0.75', 'reasoning': 'The tweet discusses a historical figure, Anders Breivik, in a context that appears to be more about social commentary rather than reporting an actual emergency or crisis. It does not indicate a current disaster or urgent situation requiring immediate attention. While it mentions a serious topic, it does so in a manner that does not suggest a real-time emergency, thus fitting the criteria for classification as not useful for disaster response analysis.'}, 'rounds': [], 'summary': 'All expert levels exhausted.'}""]",['A4M']
"Revise the Death to America scenario? 

While there's 500 American casualties by Iranian activity SUSPECTED!!! http://t.co/drlKEbeYPi",1,0,[0.75],"['The tweet appears to reference a scenario involving casualties and Iranian activity, but it does so in a vague and speculative manner. The use of ""suspected"" indicates uncertainty and does not confirm an actual emergency or crisis. Additionally, the phrase ""Death to America scenario"" suggests a metaphorical or political context rather than a direct report of an ongoing emergency. Therefore, it is classified as not useful for disaster response analysis.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.75\', \'reasoning\': \'The tweet appears to reference a scenario involving casualties and Iranian activity, but it does so in a vague and speculative manner. The use of ""suspected"" indicates uncertainty and does not confirm an actual emergency or crisis. Additionally, the phrase ""Death to America scenario"" suggests a metaphorical or political context rather than a direct report of an ongoing emergency. Therefore, it is classified as not useful for disaster response analysis.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"Students at Sutherland remember Australian casualties at Lone Pine Gallipoli
 http://t.co/d50oRfXoFB via @theleadernews",1,0,[0.75],"['The tweet references a remembrance event related to Australian casualties at Gallipoli, which is a historical context rather than an immediate emergency or crisis. While it mentions casualties, it does not indicate a current or ongoing disaster situation requiring urgent attention. Therefore, it is classified as not useful for disaster response analysis.']","[""{'initial_response': {'classification': '0', 'confidence': '0.75', 'reasoning': 'The tweet references a remembrance event related to Australian casualties at Gallipoli, which is a historical context rather than an immediate emergency or crisis. While it mentions casualties, it does not indicate a current or ongoing disaster situation requiring urgent attention. Therefore, it is classified as not useful for disaster response analysis.'}, 'rounds': [], 'summary': 'All expert levels exhausted.'}""]",['A4M']
"Suicide bombing for Da'esh is (rightly) despicable. Suicide bombing for Ocalan/ Marxism?

= They share 'our values'. https://t.co/Gs0km0vlgk",1,0,[0.75],"['The tweet discusses suicide bombings in a critical context, but it does not report an actual emergency or crisis. Instead, it appears to engage in a political commentary or debate regarding ideologies and values associated with suicide bombings. The use of the term ""despicable"" indicates a moral judgment rather than a report of a current emergency situation. Therefore, it does not fit the criteria for being useful for disaster response analysis.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.75\', \'reasoning\': \'The tweet discusses suicide bombings in a critical context, but it does not report an actual emergency or crisis. Instead, it appears to engage in a political commentary or debate regarding ideologies and values associated with suicide bombings. The use of the term ""despicable"" indicates a moral judgment rather than a report of a current emergency situation. Therefore, it does not fit the criteria for being useful for disaster response analysis.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"Thunderstorm in Helsinki
#thunder #lightning #lightningstrike #thunderstorm #nature #HelsinkiÛ_ https://t.co/rJJXUcX5PM",1,0,[0.75],"['The tweet mentions a thunderstorm in Helsinki, but it does not indicate an actual emergency or crisis situation. It appears to be a casual observation about weather conditions rather than a report of an urgent event requiring immediate attention. The hashtags used are related to nature and weather, which further suggests a non-emergency context. Therefore, it is classified as not useful for disaster response analysis.']","[""{'initial_response': {'classification': '0', 'confidence': '0.75', 'reasoning': 'The tweet mentions a thunderstorm in Helsinki, but it does not indicate an actual emergency or crisis situation. It appears to be a casual observation about weather conditions rather than a report of an urgent event requiring immediate attention. The hashtags used are related to nature and weather, which further suggests a non-emergency context. Therefore, it is classified as not useful for disaster response analysis.'}, 'rounds': [], 'summary': 'All expert levels exhausted.'}""]",['A4M']
"Totoooooo! Totoooooooooo!
'@Historicalmages: Dust storm approaching Stratford Texas 18th April 1935. http://t.co/4awC16uUWB'",1,0,[0.9],"['The tweet appears to be a casual mention or an expression of excitement rather than a report of an actual emergency. The first part of the tweet (""Totoooooo! Totoooooooooo!"") does not indicate any real-life crisis or urgency. While the second part references a historical dust storm, it does not report a current emergency or crisis requiring immediate attention. Instead, it seems to be sharing historical information rather than providing actionable insights for disaster response analysis. Therefore, it is classified as not useful for disaster response analysis.']","['{\'initial_response\': \'0  \\n0.90  \\nThe tweet appears to be a casual mention or an expression of excitement rather than a report of an actual emergency. The first part of the tweet (""Totoooooo! Totoooooooooo!"") does not indicate any real-life crisis or urgency. While the second part references a historical dust storm, it does not report a current emergency or crisis requiring immediate attention. Instead, it seems to be sharing historical information rather than providing actionable insights for disaster response analysis. Therefore, it is classified as not useful for disaster response analysis.\', \'rounds\': []}']",['A4M']
"Trafford Centre film fans angry after Odeon cinema evacuated following false fire alarm: 
 Twi... http://t.co/RYEQMxIrj8 #manchesterlite",1,0,[0.75],"['The tweet discusses an incident where a cinema was evacuated due to a false fire alarm. While it mentions a situation that could be related to an emergency, the context indicates that it was not a real emergency but rather a false alarm. Therefore, it does not report an actual crisis requiring immediate attention. The mention of ""false fire alarm"" suggests that the situation was not urgent, leading to the classification of 0. However, there is some uncertainty due to the potential for misinterpretation of the situation.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.75\', \'reasoning\': \'The tweet discusses an incident where a cinema was evacuated due to a false fire alarm. While it mentions a situation that could be related to an emergency, the context indicates that it was not a real emergency but rather a false alarm. Therefore, it does not report an actual crisis requiring immediate attention. The mention of ""false fire alarm"" suggests that the situation was not urgent, leading to the classification of 0. However, there is some uncertainty due to the potential for misinterpretation of the situation.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"Zotar(50 skeleton alchemist) was electrocuted to death by Atamathon the Giant Golem on Golem Graveyard 1.
http://t.co/GpwrC1KZ5i",1,0,[0.75],"['The tweet describes a fictional scenario involving characters and events that are not real-life emergencies or crises. The mention of being ""electrocuted to death"" is in a gaming or fantasy context, which does not indicate an actual disaster or emergency situation. Therefore, it should be classified as not useful for disaster response analysis. However, the language used does evoke a sense of urgency, which is why the confidence score is not at the lowest level.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.75\', \'reasoning\': \'The tweet describes a fictional scenario involving characters and events that are not real-life emergencies or crises. The mention of being ""electrocuted to death"" is in a gaming or fantasy context, which does not indicate an actual disaster or emergency situation. Therefore, it should be classified as not useful for disaster response analysis. However, the language used does evoke a sense of urgency, which is why the confidence score is not at the lowest level.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"http://t.co/qr3YPEkfOe 
Seems they declared war against government..",1,0,[0.75],"['The tweet appears to reference a conflict or political situation rather than an actual emergency or disaster requiring immediate attention. While it uses strong language that could imply urgency, it does not report a specific event or crisis, such as a natural disaster or an accident. The context suggests a metaphorical use of ""war"" rather than a literal emergency, leading to the classification of not useful for disaster response analysis.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.75\', \'reasoning\': \'The tweet appears to reference a conflict or political situation rather than an actual emergency or disaster requiring immediate attention. While it uses strong language that could imply urgency, it does not report a specific event or crisis, such as a natural disaster or an accident. The context suggests a metaphorical use of ""war"" rather than a literal emergency, leading to the classification of not useful for disaster response analysis.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
"my favorite lady came to our volunteer meeting
hopefully joining her youth collision and i am excite http://t.co/Ij0wQ490cS",1,0,[0.75],"['The tweet does not report any actual emergencies, accidents, or crises. It appears to be a casual mention of a volunteer meeting and expresses excitement about a personal connection rather than addressing a disaster or urgent situation. The use of the term ""collision"" seems to be metaphorical in this context, referring to a gathering rather than an emergency.']","['{\'initial_response\': {\'classification\': \'0\', \'confidence\': \'0.75\', \'reasoning\': \'The tweet does not report any actual emergencies, accidents, or crises. It appears to be a casual mention of a volunteer meeting and expresses excitement about a personal connection rather than addressing a disaster or urgent situation. The use of the term ""collision"" seems to be metaphorical in this context, referring to a gathering rather than an emergency.\'}, \'rounds\': [], \'summary\': \'All expert levels exhausted.\'}']",['A4M']
